fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,is_red,quality
6.7,0.16,0.5,2.4,0.046,57.0,187.0,0.9952,3.62,0.8,10.4,0.0,5.85817318346596
7.1,0.59,0.0,2.3,0.08,27.0,43.0,0.9955,3.42,0.6,10.7,1.0,5.689103593008358
6.9,0.38,0.3,8.3,0.009,13.0,164.0,0.9951,2.72,0.7,10.6,0.0,5.164252906958976
6.2,0.26,0.4,7.1,0.047,54.0,201.0,0.9952,3.19,0.5,9.5,0.0,5.359700101103047
7.2,0.23,0.8,1.3,0.149,70.0,109.0,0.993,2.93,0.4,9.2,0.0,5.796221924366541
8.1,0.26,0.3,11.1,0.052,52.5,158.0,0.9976,3.03,0.5,10.2,0.0,5.909706286709681
6.5,0.18,0.3,1.4,0.041,40.0,141.0,0.9941,3.34,0.7,9.5,1.0,5.180428815357583
7.2,0.39,0.5,1.4,0.157,34.0,132.0,0.9945,3.11,0.5,9.0,0.0,5.498843925078421
8.0,0.25,0.3,14.0,0.043,41.0,248.0,0.9986,3.03,0.6,8.7,0.0,5.921723499346593
6.2,0.46,0.3,2.1,0.074,32.0,98.0,0.9958,3.33,0.6,9.8,0.0,5.227714496813358
6.6,0.23,0.3,14.9,0.051,33.0,118.0,0.9984,3.04,0.5,9.0,0.0,5.68214840416639
7.0,0.24,0.2,9.0,0.03,42.0,219.0,0.9964,3.47,0.5,10.2,0.0,5.87603392426971
6.5,0.29,0.5,7.9,0.049,35.0,192.0,0.9955,3.16,0.5,9.5,0.0,5.370977568729168
5.9,0.44,0.4,2.5,0.03,12.0,73.0,0.9905,3.22,0.5,10.8,0.0,5.545625555297288
8.9,0.34,0.3,1.6,0.056,13.0,176.0,0.9946,3.14,0.5,9.7,0.0,5.034670612326952
9.7,0.29,0.4,1.5,0.073,14.0,21.0,0.9956,3.14,0.5,10.9,1.0,5.560765648545092
5.3,0.4,0.1,1.2,0.035,26.0,102.0,0.992,3.5,0.3,10.8,0.0,5.7475576881334325
6.8,0.3,0.2,6.6,0.123,35.0,116.0,0.9953,3.07,0.5,9.4,0.0,5.242068381515609
7.1,0.34,0.3,2.0,0.051,29.0,130.0,0.9935,3.3,0.5,10.4,0.0,5.695918937464461
8.8,0.39,0.3,1.8,0.096,22.0,80.0,0.9902,2.95,0.5,12.6,0.0,5.841015267312016
6.3,0.24,0.3,13.7,0.035,53.0,134.0,0.9957,3.17,0.4,10.6,0.0,5.9992068946862505
6.6,0.18,0.3,17.3,0.051,17.0,149.0,0.9984,3.0,0.4,9.4,0.0,5.847104237393248
6.6,0.44,0.1,2.2,0.063,9.0,18.0,0.9944,3.42,0.7,11.3,1.0,5.938687005569934
7.0,0.39,0.3,5.3,0.169,32.0,162.0,0.9965,3.2,0.5,9.4,0.0,5.152544171485745
5.9,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.5,9.4,0.0,5.5748117010592235
6.9,0.28,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.3,10.2,0.0,5.53773364572454
8.6,0.64,0.2,2.0,0.083,8.0,28.0,0.9981,3.28,0.6,10.0,1.0,5.169303030804139
6.6,0.38,0.2,1.0,0.06,27.0,113.0,0.9934,2.72,0.3,9.1,0.0,5.225803331353837
6.8,0.31,0.3,7.6,0.052,35.0,143.0,0.9959,3.14,0.4,9.0,0.0,5.162068775484781
6.2,0.35,0.0,1.2,0.064,29.0,120.0,0.9934,3.22,0.5,9.1,0.0,5.027510402586478
6.4,0.38,0.2,5.3,0.117,57.0,181.0,0.9946,3.24,0.4,9.5,0.0,5.069062192678311
7.2,0.66,0.0,2.3,0.078,16.0,86.0,0.9974,3.53,0.6,9.7,1.0,5.0095719583748295
6.4,0.17,0.3,13.4,0.044,45.0,139.0,0.9975,3.06,0.4,9.1,0.0,5.914262559509526
6.3,0.2,0.3,12.7,0.046,60.0,143.0,0.9953,3.26,0.3,10.8,0.0,5.923827214855642
9.4,0.16,0.2,1.6,0.042,14.0,67.0,0.9942,3.07,0.3,9.5,1.0,5.5997092103182515
5.9,0.42,0.4,2.4,0.034,19.0,77.0,0.9918,3.25,0.5,10.9,0.0,5.670739099748966
6.6,0.24,0.2,12.3,0.051,35.0,146.0,0.9968,3.1,0.7,9.4,0.0,5.442792594028469
8.4,0.52,0.2,2.7,0.084,4.0,18.0,0.9968,3.26,0.6,9.9,1.0,5.193986588473926
7.7,0.34,0.3,8.8,0.063,39.0,184.0,0.9969,3.09,0.6,9.2,0.0,5.22227718073528
5.7,0.36,0.2,6.7,0.038,51.0,166.0,0.9941,3.29,0.6,10.0,0.0,5.507012843946532
7.2,0.24,0.3,1.6,0.048,27.0,131.0,0.9933,3.25,0.4,10.5,0.0,5.7712945376265266
5.9,0.36,0.0,5.7,0.046,21.0,87.0,0.9934,3.22,0.5,10.2,0.0,5.080445403802919
5.6,0.25,0.2,9.7,0.032,12.0,68.0,0.994,3.31,0.3,10.5,0.0,5.5963637563174995
6.3,0.26,0.5,1.5,0.052,34.0,134.0,0.9924,2.99,0.6,9.8,0.0,5.496396699212976
7.3,0.2,0.3,1.7,0.06,34.0,110.0,0.9963,3.72,0.7,10.5,0.0,5.937053984576739
6.1,0.22,0.5,1.5,0.051,18.0,87.0,0.9928,3.3,0.5,9.6,0.0,5.473641193026388
6.7,0.23,0.4,2.5,0.172,63.0,158.0,0.9937,3.11,0.4,9.4,0.0,5.935772633617316
6.6,0.26,0.3,11.8,0.048,28.0,112.0,0.9961,2.87,0.5,9.7,0.0,5.74087996240846
6.4,0.38,0.2,7.2,0.047,41.0,151.0,0.996,3.11,0.6,9.2,0.0,5.268842671120023
6.9,0.34,0.4,1.4,0.032,13.0,145.0,0.9921,3.07,0.5,9.8,0.0,5.261539895479171
9.2,0.25,0.3,1.2,0.026,31.0,93.0,0.9916,2.93,0.4,11.3,0.0,5.633373097709834
7.2,0.31,0.4,8.6,0.053,15.0,89.0,0.9976,3.29,0.6,9.9,0.0,5.381754113775951
8.9,0.32,0.3,2.0,0.088,12.0,19.0,0.9957,3.17,0.6,10.4,1.0,5.512368055880196
7.2,0.34,0.2,2.0,0.071,30.0,52.0,0.9958,3.44,0.6,10.1,1.0,5.4693994410768365
6.1,0.31,0.3,2.2,0.051,28.0,167.0,0.9926,3.37,0.5,10.4,0.0,5.628833123000288
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.9969,3.42,0.6,9.5,1.0,5.261656825083077
7.0,0.38,0.5,2.5,0.097,33.0,85.0,0.9962,3.39,0.8,11.4,1.0,5.672537536197396
6.5,0.22,0.3,12.0,0.053,55.0,177.0,0.9983,3.52,0.4,9.9,0.0,5.517484758268112
6.2,0.3,0.5,11.2,0.058,68.0,215.0,0.9966,3.19,0.6,9.4,0.0,5.358334369904361
6.8,0.46,0.3,6.3,0.147,49.0,159.0,0.9943,3.14,0.5,10.0,0.0,5.102111374680196
6.5,0.53,0.1,2.0,0.063,29.0,44.0,0.9949,3.38,0.8,10.3,1.0,5.412855755771516
6.6,0.35,0.3,14.4,0.044,54.0,177.0,0.9991,3.17,0.6,8.9,0.0,5.140346583024689
6.6,0.22,0.3,14.4,0.046,39.0,118.0,0.9983,3.05,0.5,9.1,0.0,5.724894129205
7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.9967,3.61,0.8,10.0,1.0,5.959438521013285
8.5,0.24,0.4,10.4,0.044,20.0,142.0,0.9974,3.2,0.5,10.0,0.0,5.7367782256197115
7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.5,9.0,0.0,5.106348074291942
8.3,0.26,0.3,2.0,0.029,14.0,141.0,0.9908,2.95,0.8,12.2,0.0,5.931760072101495
7.4,0.3,0.3,5.2,0.053,45.0,163.0,0.9941,3.12,0.4,10.3,0.0,5.5920363411260805
7.4,0.29,0.2,3.8,0.044,30.0,114.0,0.992,3.11,0.4,11.0,0.0,5.924066534292686
8.6,0.53,0.2,2.0,0.1,7.0,27.0,0.9967,3.2,0.6,10.2,1.0,5.295882374414286
6.7,0.16,0.3,12.5,0.035,18.0,156.0,0.9967,2.88,0.4,9.0,0.0,5.827627942508226
6.1,0.45,0.3,0.8,0.039,13.0,82.0,0.9927,3.23,0.3,9.5,0.0,5.161852944560394
7.2,0.25,0.3,1.5,0.047,27.0,132.0,0.9933,3.26,0.4,10.5,0.0,5.754697178208087
7.5,0.29,0.3,8.9,0.055,20.0,151.0,0.9968,3.08,0.5,9.3,0.0,5.084872492848309
6.9,0.29,0.3,5.8,0.04,16.0,112.0,0.993,3.04,0.6,11.2,0.0,5.905402054238772
9.6,0.25,0.5,1.3,0.04,16.0,160.0,0.9938,2.94,0.4,10.5,0.0,5.191675786525289
6.3,0.29,0.3,8.1,0.212,60.0,150.0,0.9958,3.1,0.4,9.3,0.0,5.405718554295798
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.1,11.0,1.0,5.94673008049624
3.8,0.08,0.2,1.8,0.009,18.0,130.0,0.9871,2.72,0.6,10.6,0.0,5.8502421934309865
7.5,0.58,0.1,2.2,0.077,27.0,60.0,0.9963,3.28,0.6,9.8,1.0,5.298545503596093
7.1,0.32,0.2,13.1,0.05,52.0,204.0,0.998,3.1,0.5,8.8,0.0,5.165194503086474
7.7,0.25,0.3,7.8,0.038,67.0,196.0,0.9955,3.1,0.5,10.1,0.0,5.918868066356084
8.8,0.24,0.2,10.3,0.032,12.0,97.0,0.9957,3.13,0.4,10.7,0.0,5.707538727004181
7.5,0.24,0.3,13.1,0.05,26.0,180.0,0.9988,3.05,0.5,9.1,0.0,5.864449707956897
11.4,0.6,0.5,2.7,0.085,10.0,41.0,0.9994,3.15,0.6,10.5,1.0,5.271649909330003
6.6,0.24,0.3,7.7,0.031,36.0,135.0,0.9938,3.19,0.4,10.5,0.0,5.9478719313413615
8.1,0.33,0.4,1.5,0.042,6.0,12.0,0.9954,3.35,0.6,10.7,1.0,5.509013086445793
8.0,0.29,0.5,11.7,0.035,40.0,131.0,0.9958,3.14,0.3,10.8,0.0,5.979718574314322
6.3,0.27,0.2,5.8,0.038,52.0,155.0,0.995,3.28,0.4,9.4,0.0,5.443567492233768
6.7,0.27,0.1,1.3,0.041,62.0,138.0,0.9921,3.21,0.4,10.0,0.0,5.490251927327804
6.3,0.57,0.3,2.1,0.048,13.0,49.0,0.9937,3.41,0.6,12.8,1.0,5.741111168467157
8.2,0.3,0.4,12.4,0.043,52.0,154.0,0.9945,3.04,0.3,12.0,0.0,6.350416388160714
9.3,0.49,0.4,1.7,0.081,3.0,14.0,0.997,3.27,0.8,10.9,1.0,6.044012376536595
11.6,0.32,0.6,2.8,0.081,35.0,67.0,1.0002,3.32,0.9,10.8,1.0,6.029348114156439
8.9,0.31,0.4,2.6,0.056,10.0,39.0,0.9956,3.4,0.7,11.8,1.0,6.220584120990683
3.8,0.08,0.0,0.6,0.04,31.0,6.0,0.9917,3.27,0.4,11.2,0.0,6.1241400108321145
8.1,0.12,0.4,0.9,0.034,36.0,86.0,0.9903,2.8,0.6,12.0,0.0,6.010732614026044
8.0,0.22,0.3,10.4,0.043,63.0,201.0,0.997,3.11,0.5,9.5,0.0,6.01124302643782
6.1,0.31,0.3,2.8,0.042,59.5,162.0,0.9918,3.27,0.5,10.8,0.0,6.150037659996012
7.2,0.12,0.3,6.8,0.056,26.0,105.0,0.9954,3.44,0.4,9.6,0.0,6.101043885761844
7.8,0.17,0.2,1.7,0.029,39.0,128.0,0.9927,3.37,0.4,10.7,0.0,6.858785201333262
7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.9914,3.11,0.4,11.4,0.0,6.161452322824797
7.2,0.19,0.3,11.2,0.061,46.0,149.0,0.9977,2.99,0.6,9.3,0.0,6.3815789388818684
9.3,0.32,0.6,2.0,0.074,27.0,65.0,0.9969,3.28,0.8,10.7,1.0,6.074222056949177
6.8,0.18,0.3,7.2,0.047,17.0,109.0,0.995,3.42,0.4,10.4,0.0,6.043742826032116
5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.9905,3.32,0.6,11.3,0.0,6.2191533731013555
5.9,0.36,0.4,1.3,0.047,45.0,104.0,0.9917,3.33,0.5,10.6,0.0,6.091534584904724
7.2,0.21,0.3,14.5,0.048,35.0,178.0,0.9982,3.05,0.5,8.9,0.0,6.603131210573292
5.8,0.27,0.2,12.7,0.058,42.0,206.0,0.9946,3.32,0.4,12.3,0.0,6.251391213029895
5.6,0.2,0.4,5.2,0.0,70.0,178.0,1.0,3.4,0.6,12.3,0.0,6.65506448238587
7.0,0.17,0.3,4.8,0.034,34.0,132.0,0.9944,3.36,0.5,9.6,0.0,6.090499486742051
9.9,0.44,0.5,2.2,0.091,10.0,41.0,0.9964,3.18,0.7,11.9,1.0,6.268923793113128
6.8,0.24,0.3,6.4,0.048,44.0,172.0,0.9944,3.29,0.6,10.5,0.0,6.0048718846704485
6.8,0.19,0.3,7.1,0.019,54.0,188.0,0.9935,3.25,0.4,11.1,0.0,6.408198451330603
5.8,0.23,0.3,3.5,0.044,35.0,158.0,0.99,3.19,0.4,12.1,0.0,6.469819110877162
6.9,0.22,0.3,5.8,0.041,20.0,119.0,0.993,3.17,0.6,11.2,0.0,6.202992061386689
6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,3.22,0.3,11.4,0.0,6.459778316911523
7.5,0.31,0.4,2.4,0.065,34.0,60.0,0.9949,3.34,0.9,11.4,1.0,6.223168985302497
7.7,0.28,0.3,6.9,0.041,29.0,163.0,0.9952,3.44,0.6,10.5,0.0,6.273668155231221
7.6,0.19,0.4,13.1,0.033,52.0,151.0,0.9973,3.18,0.8,10.4,0.0,6.491174420701536
8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.7,11.2,1.0,6.025877275469569
6.5,0.26,0.3,6.7,0.059,34.0,104.0,0.9925,3.18,0.4,11.1,0.0,6.4003544502824
12.5,0.46,0.6,2.0,0.071,6.0,15.0,0.9988,2.99,0.9,10.2,1.0,6.27371441460282
7.7,0.18,0.3,5.8,0.055,25.0,144.0,0.9958,3.24,0.5,10.2,0.0,6.066151767921283
7.7,0.23,0.4,1.8,0.046,23.0,60.0,0.9971,3.41,0.7,12.1,1.0,6.267120951057906
3.8,0.08,0.3,11.2,0.035,63.0,6.0,0.9943,3.33,0.2,10.4,0.0,6.659427064654841
7.1,0.16,0.2,1.3,0.034,28.0,123.0,0.9915,3.27,0.6,11.4,0.0,6.579910138533999
6.6,0.24,0.2,8.6,0.034,25.0,135.0,0.9958,3.33,0.6,10.3,0.0,6.207094268842189
9.1,0.29,0.3,2.0,0.063,13.0,27.0,0.9952,3.26,0.8,11.7,1.0,6.587646279401904
7.9,0.44,0.3,4.4,0.033,23.0,100.0,0.9912,3.17,0.5,12.7,1.0,6.077174420145767
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.5,11.8,0.0,6.518602016965222
12.0,0.28,0.5,1.9,0.074,10.0,21.0,0.9976,2.98,0.7,9.9,1.0,6.207560159031271
6.8,0.24,0.3,6.4,0.048,44.0,172.0,0.9944,3.29,0.6,10.5,0.0,6.0048718846704485
5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.9,11.7,1.0,6.295931466975086
5.8,0.28,0.3,2.2,0.037,24.0,125.0,0.9899,3.36,0.3,12.8,0.0,6.673706232449829
7.5,0.24,0.3,13.0,0.049,46.0,217.0,0.9985,3.08,0.5,8.8,0.0,6.315289104983298
6.8,0.26,0.3,11.9,0.052,54.0,160.0,0.9955,3.03,0.6,10.4,0.0,6.031295958249377
3.8,0.08,0.0,0.6,0.009,17.0,6.0,0.9871,2.72,0.4,11.6,1.0,6.077892127297614
6.5,0.14,0.3,7.6,0.05,53.0,189.0,0.9966,3.25,0.5,8.6,0.0,6.062822149602808
6.0,0.24,0.3,6.3,0.03,34.0,129.0,0.9946,3.52,0.4,10.4,0.0,6.168662705835485
8.0,0.34,0.2,6.4,0.035,38.0,103.0,0.9915,2.91,0.2,12.2,0.0,6.136384958615379
6.6,0.36,0.3,6.1,0.029,12.0,93.0,0.9905,3.19,0.3,12.8,0.0,6.663356181102742
8.1,0.2,0.4,9.7,0.044,63.0,162.0,0.997,3.1,0.5,10.0,0.0,6.086529932064909
7.7,0.18,0.3,5.8,0.055,25.0,144.0,0.9958,3.24,0.5,10.2,0.0,6.066151767921283
7.2,0.33,0.3,1.4,0.034,26.0,109.0,0.9925,3.28,0.6,10.6,0.0,6.023475762504633
7.5,0.38,0.3,9.2,0.043,19.0,116.0,0.9944,3.08,0.4,11.4,0.0,6.113695559500366
6.1,0.16,0.3,6.0,0.03,29.0,144.0,0.9947,3.68,0.5,10.7,0.0,6.084304636015918
6.0,0.31,0.2,3.3,0.041,25.0,143.0,0.9914,3.31,0.4,11.3,0.0,6.226715620703938
6.0,0.29,0.2,1.4,0.033,30.0,114.0,0.9879,3.08,0.4,13.2,0.0,6.7739490240913875
7.4,0.16,0.5,1.2,0.055,18.0,150.0,0.9917,3.23,0.5,11.2,0.0,6.101162234414893
6.2,0.47,0.2,8.3,0.029,24.0,142.0,0.992,3.22,0.4,12.3,0.0,6.888444818274747
11.6,0.23,0.6,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,1.0,6.206907655386774
8.8,0.3,0.4,2.3,0.06,19.0,72.0,0.9954,3.39,0.7,11.8,1.0,6.140219242671851
7.9,0.2,0.3,1.7,0.054,7.0,15.0,0.9946,3.32,0.8,11.9,1.0,6.817463622606229
5.9,0.13,0.3,1.9,0.05,20.0,78.0,0.9918,3.43,0.6,10.8,0.0,6.494155577643639
6.4,0.22,0.3,7.9,0.029,34.0,124.0,0.9948,3.4,0.4,10.2,0.0,6.186737132037981
7.4,0.16,0.3,15.5,0.05,25.0,135.0,0.9984,2.9,0.4,8.7,0.0,6.927154835080395
7.8,0.32,0.3,2.4,0.037,18.0,101.0,0.9912,3.21,0.6,11.7,0.0,6.387162662675697
7.9,0.27,0.3,1.7,0.034,25.0,122.0,0.9909,2.97,0.5,11.9,0.0,6.0890790122104175
5.5,0.28,0.2,1.6,0.032,23.0,85.0,0.9903,3.42,0.4,12.5,0.0,6.53885870438604
7.9,0.12,0.5,5.2,0.049,33.0,152.0,0.9952,3.18,0.5,10.6,0.0,6.305720069266624
6.2,0.32,0.2,4.1,0.051,34.0,149.0,0.9931,3.36,0.5,11.0,0.0,6.154298069950183
6.8,0.18,0.5,1.4,0.064,37.0,160.0,0.9924,3.37,0.4,11.1,0.0,6.297629484865858
5.1,0.11,0.3,1.6,0.028,12.0,90.0,0.9901,3.57,0.5,12.2,0.0,6.328646695505032
8.2,0.26,0.3,2.5,0.073,16.0,47.0,0.9959,3.4,0.8,11.3,1.0,6.230910091273943
6.8,0.14,0.3,1.5,0.047,40.0,117.0,0.9911,3.07,0.7,11.1,0.0,6.263868030907684
7.4,0.26,0.3,2.4,0.043,58.0,178.0,0.9941,3.42,0.7,10.6,0.0,6.225409682206197
7.7,0.71,0.0,2.1,0.064,31.0,43.0,0.9937,3.41,0.6,11.8,1.0,6.233824259126039
7.0,0.55,0.1,8.0,0.036,19.0,164.0,0.9927,3.26,0.5,12.2,0.0,6.305141058066293
7.1,0.38,0.4,2.2,0.042,54.0,201.0,0.9918,3.03,0.5,11.4,0.0,6.141117071772397
8.4,0.23,0.3,1.3,0.048,59.0,113.0,0.9918,3.1,0.6,11.0,0.0,6.622515639833007
6.8,0.26,0.3,11.9,0.052,54.0,160.0,0.9955,3.03,0.6,10.4,0.0,6.031295958249377
7.1,0.17,0.4,1.3,0.023,33.0,132.0,0.9907,3.11,0.6,11.7,0.0,6.241884719234194
3.8,0.08,0.3,7.8,0.031,54.0,229.0,0.9986,3.03,0.4,13.1,0.0,6.316084266488317
6.8,0.16,0.4,1.3,0.034,32.0,98.0,0.9906,3.02,0.6,11.3,0.0,6.293019797403954
6.9,0.31,0.3,12.7,0.038,33.0,116.0,0.9954,3.04,0.6,10.4,0.0,6.1322574900968965
7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.5,11.8,0.0,6.518602016965222
7.4,0.18,0.4,2.1,0.036,33.0,187.0,0.9938,3.4,0.4,10.6,0.0,6.291370748313035
6.6,0.44,0.3,3.0,0.095,13.0,75.0,0.9895,3.1,0.6,12.8,0.0,6.134899501934438
6.8,0.34,0.3,5.2,0.06,14.0,169.0,0.9925,3.27,0.6,11.6,0.0,6.155314340713072
8.9,0.12,0.4,1.8,0.075,10.0,21.0,0.9955,3.41,0.8,11.9,1.0,6.529404361921582
6.6,0.23,0.3,1.7,0.024,26.0,102.0,0.9908,3.29,0.6,11.8,0.0,6.702366900244877
7.3,0.24,0.4,3.6,0.024,35.0,116.0,0.9928,3.17,0.5,10.9,0.0,6.321476986978749
8.5,0.17,0.7,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,0.0,6.242116761525611
6.2,0.16,0.5,1.4,0.029,23.0,81.0,0.99,3.26,0.4,12.2,0.0,6.420395241151428
6.2,0.24,0.3,12.1,0.035,54.0,6.0,0.9952,3.21,0.5,10.7,0.0,6.707091823700959
7.0,0.15,0.3,14.7,0.051,29.0,149.0,0.9979,2.96,0.4,9.0,0.0,6.669952411049111
9.9,0.27,0.5,5.0,0.082,9.0,17.0,0.9948,3.19,0.5,12.5,1.0,6.181732252099776
7.9,0.42,0.5,8.2,0.056,32.0,164.0,0.9965,3.29,0.6,11.2,0.0,6.096067676888697
5.9,0.24,0.3,2.0,0.037,40.0,108.0,0.9895,3.19,0.5,12.3,0.0,6.702697566710251
6.1,0.28,0.2,4.2,0.038,13.0,95.0,0.989,2.97,0.7,13.1,0.0,6.5469871035948
10.1,0.31,0.3,1.6,0.075,9.0,28.0,0.9967,3.24,0.8,11.2,1.0,6.209777247790449
6.4,0.16,0.4,1.0,0.036,29.0,113.0,0.9908,3.18,0.5,11.0,0.0,6.278572467265522
5.7,0.31,0.3,7.3,0.05,33.0,143.0,0.9933,3.31,0.5,11.1,0.0,6.248332379229987
3.8,0.08,0.0,1.2,0.051,29.0,6.0,0.9905,3.37,0.7,8.0,0.0,6.196115555614238
7.4,0.26,0.3,2.4,0.043,58.0,178.0,0.9941,3.42,0.7,10.6,0.0,6.225409682206197
6.8,0.28,0.3,2.3,0.034,1.0,6.0,0.9906,2.72,0.5,12.4,1.0,6.083508651469988
7.8,0.18,0.3,12.2,0.053,46.0,140.0,0.998,3.06,0.5,8.9,0.0,6.973588696944465
6.8,0.16,0.3,10.4,0.046,59.0,143.0,0.9952,3.2,0.4,10.8,0.0,6.154468075620193
6.5,0.26,0.4,1.4,0.02,12.0,66.0,0.9909,3.25,0.8,11.3,1.0,6.0534585349717736
5.9,0.25,0.0,1.4,0.047,19.0,77.0,0.99,3.32,0.6,11.4,0.0,6.125720750441503
7.0,0.28,0.4,8.7,0.051,32.0,141.0,0.9961,3.38,0.5,10.5,0.0,6.098966939826593
10.6,0.42,0.5,2.7,0.065,5.0,18.0,0.9972,3.21,0.9,11.3,1.0,6.328585820628768
8.0,0.34,0.5,9.0,0.033,39.0,180.0,0.9936,3.13,0.4,12.3,0.0,6.842158434349443
7.0,0.34,0.3,10.3,0.041,51.0,166.0,0.9938,3.08,0.3,11.6,0.0,6.487612173905399
6.7,0.16,0.4,2.0,0.045,24.0,131.0,0.9928,3.3,0.6,10.5,0.0,6.198820940773401
7.7,0.17,0.5,5.9,0.017,21.0,84.0,0.9929,3.14,0.4,11.9,0.0,6.285448305057635
6.4,0.15,0.2,7.8,0.05,13.0,68.0,0.9939,3.16,0.4,9.9,0.0,6.027673187543027
7.3,0.16,0.5,1.3,0.039,34.0,136.0,0.9926,3.14,0.8,10.5,0.0,6.01029745801121
7.0,0.24,0.3,1.7,0.041,31.0,110.0,0.9914,3.2,0.5,11.0,0.0,6.271150288898945
3.8,0.33,0.4,0.6,0.027,18.0,87.0,0.9871,3.51,0.4,12.5,0.0,6.792313632925306
7.3,0.23,0.4,1.8,0.032,60.0,156.0,0.992,3.11,0.3,11.1,0.0,6.242577392116812
5.8,0.31,0.2,19.4,0.031,28.0,106.0,0.997,2.97,0.4,10.6,0.0,6.03585736454204
5.8,0.35,0.3,3.2,0.034,41.0,151.0,0.9912,3.35,0.6,11.6,0.0,6.796384541203025
7.0,0.2,0.3,2.1,0.049,12.0,136.0,0.9922,3.25,0.5,11.6,0.0,6.014454053844802
6.8,0.25,0.4,3.1,0.026,29.0,93.0,0.9904,3.14,0.4,12.2,0.0,6.652112845051376
7.7,0.31,0.4,4.3,0.026,15.0,87.0,0.9915,3.11,0.5,12.0,0.0,6.068115986626451
8.4,0.37,0.4,2.3,0.063,12.0,19.0,0.9955,3.17,0.8,11.2,1.0,6.571978804893571
9.9,0.53,0.6,2.4,0.093,30.0,52.0,0.9971,3.19,0.8,11.6,1.0,6.307844736667832
6.9,0.18,0.3,1.0,0.054,24.0,164.0,0.9926,3.42,0.5,10.5,0.0,6.0164075438992555
7.1,0.15,0.3,1.0,0.033,27.0,73.0,0.9897,3.24,0.4,12.2,1.0,6.073246801748629
7.2,0.21,0.4,1.3,0.036,33.0,85.0,0.992,3.17,0.5,10.4,1.0,6.012536841385172
7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.3,11.5,0.0,6.3456120264735745
7.5,0.23,0.5,7.7,0.049,61.0,209.0,0.9941,3.14,0.3,11.1,0.0,6.124260081560366
6.9,0.21,0.3,2.4,0.056,49.0,159.0,0.9944,3.02,0.5,8.8,0.0,6.022171717147637
7.2,0.36,0.5,2.1,0.074,24.0,44.0,0.9953,3.4,0.9,11.0,1.0,6.106748150044321
6.4,0.2,1.1,0.6,0.0,98.8,172.0,1.0,3.24,0.6,11.0,0.0,6.343304318549491
7.8,0.18,0.5,13.6,0.052,38.0,118.0,0.998,3.15,0.5,10.0,0.0,6.21959314305627
6.8,0.56,0.2,1.8,0.074,15.0,24.0,0.9944,3.4,0.8,11.2,1.0,6.179411419058443
6.6,0.24,0.2,8.6,0.034,25.0,135.0,0.9958,3.33,0.6,10.3,0.0,6.207094268842189
8.0,0.32,0.4,4.6,0.042,56.0,178.0,0.9928,3.29,0.5,12.0,0.0,6.845795347158935
7.4,0.27,0.3,2.4,0.014,15.0,143.0,0.9909,3.03,0.6,12.0,0.0,6.092892204962005
7.3,0.34,0.4,5.2,0.04,45.0,163.0,0.9925,3.3,0.5,12.4,0.0,6.98801097123406
6.9,0.23,0.4,8.0,0.03,30.0,114.0,0.9937,3.22,0.5,11.0,0.0,6.584361467989551
12.5,0.56,0.5,2.4,0.064,5.0,27.0,0.9999,3.08,0.9,10.9,1.0,6.075738164390573
7.0,0.16,0.2,14.3,0.044,27.0,149.0,0.998,2.91,0.5,9.2,0.0,6.266350535628934
6.9,0.15,0.3,2.3,0.033,14.0,82.0,0.9913,3.1,0.6,11.2,0.0,6.255271328490345
5.9,0.26,0.2,2.4,0.046,27.0,132.0,0.9923,3.63,0.7,11.3,0.0,6.35337583878965
6.7,0.31,0.3,4.9,0.031,20.0,151.0,0.9926,3.36,0.8,12.0,0.0,6.8189801985077505
5.6,0.19,0.5,4.5,0.03,19.0,112.0,0.9922,3.56,0.4,11.2,0.0,6.2488386838296215
7.2,0.2,0.4,2.5,0.028,22.0,157.0,0.9938,3.48,0.5,10.6,0.0,6.3145704395791595
6.4,0.18,0.5,4.0,0.186,64.0,150.0,0.9945,3.06,0.4,9.3,0.0,6.293531488993054
7.4,0.25,0.3,2.2,0.054,19.0,49.0,0.9967,3.4,0.8,10.9,1.0,6.1259758883658515
6.7,0.31,0.3,2.1,0.038,18.0,130.0,0.9928,3.36,0.6,10.6,0.0,6.077955335267394
